,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_rf__bootstrap,param_rf__criterion,param_rf__max_depth,param_rf__max_features,param_rf__min_samples_leaf,param_rf__min_samples_split,param_rf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,232.61396970748902,2.176627195178711,1.37391197681427,0.19807688178386898,True,log_loss,47,sqrt,7,7,138,"OrderedDict({'rf__bootstrap': True, 'rf__criterion': 'log_loss', 'rf__max_depth': 47, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 7, 'rf__min_samples_split': 7, 'rf__n_estimators': 138})",0.9786616882157839,0.9867149066144403,0.9846483656442013,0.9837447308100817,0.9820014947112415,0.985642795081738,0.9891325215099895,0.9900046031789168,0.981095161815092,0.9899496715144418,0.9851595939095927,0.0036855767813693684,3
1,815.2674718856812,8.826858100129124,0.855584692955017,0.14581428229197396,False,log_loss,16,,9,3,85,"OrderedDict({'rf__bootstrap': False, 'rf__criterion': 'log_loss', 'rf__max_depth': 16, 'rf__max_features': None, 'rf__min_samples_leaf': 9, 'rf__min_samples_split': 3, 'rf__n_estimators': 85})",0.9822981013772845,0.9820600422522918,0.969537586630862,0.9832777921249256,0.9771232221891853,0.985638746174474,0.9832986491303816,0.9846186136519204,0.9731646086345329,0.9861064263197321,0.9807123788485592,0.0053004832531113235,4
2,85.73124694824219,0.3465836329665661,0.7616519451141357,0.22667047791750078,True,log_loss,6,log2,3,8,89,"OrderedDict({'rf__bootstrap': True, 'rf__criterion': 'log_loss', 'rf__max_depth': 6, 'rf__max_features': 'log2', 'rf__min_samples_leaf': 3, 'rf__min_samples_split': 8, 'rf__n_estimators': 89})",0.8775055588954179,0.8807473858188501,0.8941301068718817,0.8823773546341072,0.8770794033816888,0.8946828337834785,0.8948591427698437,0.8979612393849872,0.8762856405803972,0.8897685759259293,0.8865397242046582,0.008131112523276482,10
3,1999.75340321064,21.100706083111916,2.0973513603210447,0.4298671731403947,False,gini,30,,6,3,239,"OrderedDict({'rf__bootstrap': False, 'rf__criterion': 'gini', 'rf__max_depth': 30, 'rf__max_features': None, 'rf__min_samples_leaf': 6, 'rf__min_samples_split': 3, 'rf__n_estimators': 239})",0.9767563469370307,0.9812982939621078,0.9778210254832859,0.9826449278659304,0.9739651802410633,0.9767444468295782,0.9815917268282813,0.986692340797866,0.9738332618798278,0.9895041452232534,0.9800851696048225,0.004965621997655367,6
4,1428.7024668693543,9.8911669920342,1.3740050554275514,0.22631646725352994,False,entropy,27,,9,11,156,"OrderedDict({'rf__bootstrap': False, 'rf__criterion': 'entropy', 'rf__max_depth': 27, 'rf__max_features': None, 'rf__min_samples_leaf': 9, 'rf__min_samples_split': 11, 'rf__n_estimators': 156})",0.981904946591361,0.9816782320555086,0.9690186441455285,0.982868198343087,0.9765899683784838,0.9851252439015475,0.982529120329103,0.9842295824245448,0.9727110093580507,0.9858034539606532,0.9802458399487868,0.005325874294129925,5
5,318.22617120742797,1.6691928037089712,1.4793155908584594,0.1802498156250373,False,log_loss,9,sqrt,8,7,165,"OrderedDict({'rf__bootstrap': False, 'rf__criterion': 'log_loss', 'rf__max_depth': 9, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 8, 'rf__min_samples_split': 7, 'rf__n_estimators': 165})",0.9622748566985482,0.9703289696350218,0.965898032194108,0.966250594214609,0.9626626945296994,0.9687593010889632,0.973352753065185,0.9687413093199237,0.9615007312468231,0.969290025155485,0.9669059267148368,0.0036861853324047164,9
6,1911.148655104637,15.622728112642818,1.8068016529083253,0.3687215419200022,False,log_loss,19,,6,10,212,"OrderedDict({'rf__bootstrap': False, 'rf__criterion': 'log_loss', 'rf__max_depth': 19, 'rf__max_features': None, 'rf__min_samples_leaf': 6, 'rf__min_samples_split': 10, 'rf__n_estimators': 212})",0.9792773091161265,0.9822909326053413,0.9706924881252391,0.9836687454074273,0.9734080106958987,0.978796971484927,0.9823547984987299,0.9851826831874753,0.9758910449942686,0.9866608790667257,0.9798223863182158,0.004940671624841194,7
7,1749.2051700115203,15.448091920808247,1.6176213264465331,0.28147827678170667,False,log_loss,25,,4,3,193,"OrderedDict({'rf__bootstrap': False, 'rf__criterion': 'log_loss', 'rf__max_depth': 25, 'rf__max_features': None, 'rf__min_samples_leaf': 4, 'rf__min_samples_split': 3, 'rf__n_estimators': 193})",0.9785802972929206,0.9808509049032125,0.9735855732439568,0.9818058389570637,0.9737477911426368,0.979831148937371,0.9793688526019494,0.9793700995361474,0.9744927700921172,0.9851211358042219,0.9786754412511598,0.0035506382831884016,8
8,135.46128718852998,1.483444081903056,0.82374107837677,0.15736206845127704,False,log_loss,44,log2,4,5,50,"OrderedDict({'rf__bootstrap': False, 'rf__criterion': 'log_loss', 'rf__max_depth': 44, 'rf__max_features': 'log2', 'rf__min_samples_leaf': 4, 'rf__min_samples_split': 5, 'rf__n_estimators': 50})",0.9865663362400762,0.9887566708299508,0.9860942140912863,0.9859566996463853,0.9852758419861678,0.9871907849967723,0.9893288961666826,0.9875235231099966,0.9806524689539131,0.9932544763620225,0.9870599912383252,0.0030539068327745254,1
9,255.3425269126892,2.2485446854791444,1.79218590259552,0.39972316755608167,True,log_loss,37,sqrt,6,6,128,"OrderedDict({'rf__bootstrap': True, 'rf__criterion': 'log_loss', 'rf__max_depth': 37, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 6, 'rf__min_samples_split': 6, 'rf__n_estimators': 128})",0.9838871576614243,0.98865097609581,0.9848908366398179,0.9843656298502902,0.9841621896484598,0.9871713441874915,0.9893944244769912,0.9906321348383555,0.9814575268948262,0.9923009742130218,0.9866913194506489,0.003296645007496372,2
